id,date,warehouse,client_type,product_line,quantity,unit_price,total,payment
374,2021-07-04,North,Retail,Breaking system,10,19.58,195.75,Cash
375,2021-07-04,Central,Wholesale,Miscellaneous,28,28.57,799.87,Transfer
376,2021-07-04,North,Retail,Miscellaneous,5,17.88,89.4,Credit card
377,2021-07-04,Central,Wholesale,Frame & body,4,45.66,182.65,Transfer
378,2021-07-04,Central,Retail,Frame & body,3,40.49,121.48,Credit card
379,2021-07-04,North,Retail,Suspension & traction,10,37.13,371.3,Credit card
380,2021-07-04,Central,Retail,Frame & body,9,42.51,382.6,Credit card
381,2021-07-04,West,Retail,Frame & body,10,41.56,415.55,Credit card
382,2021-07-04,Central,Retail,Miscellaneous,5,21.19,105.97,Credit card
383,2021-07-04,West,Retail,Frame & body,4,45.66,182.63,Cash
384,2021-07-04,Central,Retail,Miscellaneous,5,20.09,100.43,Credit card
385,2021-07-04,North,Retail,Suspension & traction,7,40.81,285.69,Credit card
386,2021-07-04,North,Retail,Breaking system,5,21.17,105.85,Credit card
387,2021-07-05,Central,Retail,Miscellaneous,1,24.63,24.63,Cash
388,2021-07-05,North,Wholesale,Electrical system,28,20.87,584.36,Transfer
389,2021-07-05,Central,Retail,Suspension & traction,9,37.95,341.52,Credit card
390,2021-07-05,North,Retail,Breaking system,4,16.44,65.75,Credit card
391,2021-07-05,Central,Retail,Breaking system,4,12.22,48.89,Credit card
392,2021-07-05,North,Retail,Electrical system,7,29.1,203.68,Credit card
393,2021-07-05,North,Retail,Frame & body,5,40.51,202.55,Credit card
394,2021-07-05,West,Retail,Electrical system,9,18.97,170.77,Credit card
395,2021-07-05,Central,Retail,Breaking system,2,20.34,40.68,Credit card
396,2021-07-05,North,Wholesale,Suspension & traction,4,36.99,147.97,Transfer
397,2021-07-05,West,Wholesale,Suspension & traction,4,27.33,109.32,Transfer
398,2021-07-06,West,Retail,Electrical system,10,28.1,281,Credit card
399,2021-07-06,North,Wholesale,Suspension & traction,8,28.48,227.85,Transfer
400,2021-07-06,Central,Retail,Breaking system,2,19.89,39.78,Cash
401,2021-07-06,North,Retail,Breaking system,1,13.44,13.44,Credit card
402,2021-07-06,North,Retail,Miscellaneous,1,27.98,27.98,Credit card
403,2021-07-06,West,Retail,Engine,3,66.37,199.1,Credit card
404,2021-07-06,North,Retail,Frame & body,3,45.87,137.6,Cash
405,2021-07-06,Central,Retail,Frame & body,2,36.08,72.16,Credit card
406,2021-07-06,North,Retail,Suspension & traction,6,29.32,175.91,Credit card
407,2021-07-06,Central,Retail,Miscellaneous,6,21.21,127.27,Credit card
408,2021-07-06,Central,Wholesale,Breaking system,36,15.47,556.92,Transfer
409,2021-07-06,Central,Retail,Engine,9,59.71,537.36,Credit card
410,2021-07-07,Central,Wholesale,Suspension & traction,24,33.41,801.8,Transfer
411,2021-07-07,Central,Retail,Electrical system,8,21.42,171.33,Credit card
412,2021-07-07,Central,Wholesale,Breaking system,16,10.75,171.95,Transfer
413,2021-07-07,West,Retail,Miscellaneous,1,22.07,22.07,Credit card
414,2021-07-07,Central,Retail,Miscellaneous,9,16.67,150.01,Credit card
415,2021-07-07,Central,Retail,Breaking system,4,24.5,97.99,Credit card
416,2021-07-07,North,Retail,Engine,5,55.95,279.73,Credit card
417,2021-07-07,Central,Wholesale,Electrical system,40,20.98,839.33,Transfer
418,2021-07-07,North,Wholesale,Suspension & traction,24,31.24,749.76,Transfer
419,2021-07-07,Central,Retail,Electrical system,10,20.49,204.92,Cash
420,2021-07-07,Central,Retail,Suspension & traction,5,30.97,154.84,Credit card
421,2021-07-07,Central,Retail,Breaking system,4,24.9,99.61,Credit card
422,2021-07-07,West,Retail,Electrical system,1,31.62,31.62,Credit card
423,2021-07-08,North,Retail,Frame & body,1,40.93,40.93,Credit card
424,2021-07-08,Central,Retail,Electrical system,6,24.34,146.02,Credit card
425,2021-07-08,Central,Retail,Breaking system,6,15.58,93.46,Credit card
426,2021-07-08,Central,Retail,Miscellaneous,6,16.08,96.48,Credit card
427,2021-07-08,Central,Retail,Electrical system,8,26.32,210.55,Credit card
428,2021-07-08,Central,Retail,Breaking system,5,18.95,94.76,Credit card
429,2021-07-08,North,Retail,Suspension & traction,8,40.52,324.16,Cash
430,2021-07-08,Central,Retail,Engine,10,59.82,598.25,Cash
431,2021-07-08,North,Retail,Engine,8,64.93,519.47,Credit card
432,2021-07-08,Central,Wholesale,Electrical system,16,27.66,442.51,Transfer
433,2021-07-08,Central,Retail,Frame & body,1,35.03,35.03,Credit card
434,2021-07-08,Central,Retail,Breaking system,2,22.69,45.38,Credit card
435,2021-07-08,West,Retail,Electrical system,8,23.48,187.81,Credit card
436,2021-07-08,Central,Retail,Miscellaneous,10,22.39,223.93,Cash
437,2021-07-08,Central,Retail,Suspension & traction,7,27.78,194.45,Credit card
438,2021-07-08,Central,Retail,Suspension & traction,9,28.67,258.03,Credit card
439,2021-07-08,Central,Retail,Breaking system,8,18.4,147.21,Credit card
440,2021-07-08,North,Retail,Miscellaneous,10,20.53,205.32,Credit card
441,2021-07-08,North,Retail,Suspension & traction,1,29.83,29.83,Credit card
442,2021-07-08,Central,Retail,Electrical system,10,29.9,298.98,Credit card
443,2021-07-09,North,Retail,Breaking system,1,11.62,11.62,Cash
444,2021-07-09,West,Retail,Frame & body,5,44.16,220.81,Credit card
445,2021-07-09,Central,Retail,Suspension & traction,6,27.73,166.37,Credit card
446,2021-07-09,Central,Retail,Suspension & traction,4,30.29,121.17,Cash
447,2021-07-09,Central,Retail,Electrical system,7,22.86,160.01,Credit card
448,2021-07-09,Central,Retail,Frame & body,9,48.38,435.42,Credit card
449,2021-07-09,North,Retail,Frame & body,7,47.72,334.03,Credit card
450,2021-07-09,Central,Retail,Breaking system,1,13.92,13.92,Cash
451,2021-07-09,North,Retail,Breaking system,10,24.83,248.3,Credit card
452,2021-07-09,Central,Retail,Suspension & traction,4,32.74,130.98,Cash
453,2021-07-09,West,Wholesale,Breaking system,40,24.53,981.4,Transfer
454,2021-07-09,Central,Retail,Frame & body,6,44.85,269.12,Credit card
455,2021-07-10,North,Retail,Breaking system,1,13.64,13.64,Credit card
456,2021-07-10,West,Retail,Engine,10,64.1,641.02,Credit card
457,2021-07-10,Central,Retail,Breaking system,3,17.88,53.64,Credit card
458,2021-07-10,Central,Retail,Breaking system,1,11.93,11.93,Credit card
459,2021-07-10,West,Retail,Suspension & traction,6,27.08,162.45,Credit card
460,2021-07-10,Central,Retail,Miscellaneous,3,16.85,50.54,Credit card
461,2021-07-10,Central,Retail,Suspension & traction,6,27.66,165.95,Credit card
462,2021-07-10,North,Wholesale,Miscellaneous,36,19.17,690.24,Transfer
463,2021-07-10,Central,Wholesale,Suspension & traction,24,35.98,863.64,Transfer
464,2021-07-10,West,Retail,Breaking system,7,19.04,133.3,Credit card
465,2021-07-10,Central,Wholesale,Electrical system,12,30.23,362.8,Transfer
466,2021-07-10,North,Wholesale,Frame & body,40,37.04,1481.6,Transfer
467,2021-07-10,Central,Retail,Suspension & traction,4,32.66,130.65,Credit card
468,2021-07-11,Central,Retail,Electrical system,6,19.82,118.93,Credit card
469,2021-07-11,North,Retail,Breaking system,7,17.28,120.93,Cash
470,2021-07-11,North,Retail,Miscellaneous,5,20.76,103.82,Credit card
471,2021-07-11,West,Wholesale,Breaking system,28,20.56,575.77,Transfer
472,2021-07-11,West,Retail,Electrical system,2,22.24,44.49,Credit card
473,2021-07-11,North,Retail,Suspension & traction,1,37.34,37.34,Credit card
474,2021-07-11,Central,Wholesale,Electrical system,12,24.68,296.18,Transfer
475,2021-07-11,Central,Retail,Frame & body,4,39.14,156.56,Cash
476,2021-07-11,North,Wholesale,Breaking system,40,13.36,534.27,Transfer
477,2021-07-11,Central,Retail,Electrical system,10,29.69,296.88,Credit card
478,2021-07-11,Central,Wholesale,Suspension & traction,28,31.15,872.25,Transfer
479,2021-07-12,Central,Retail,Engine,9,64.02,576.14,Credit card
480,2021-07-12,West,Wholesale,Suspension & traction,20,39.45,788.97,Transfer
481,2021-07-12,West,Retail,Breaking system,10,18.69,186.87,Cash
482,2021-07-12,North,Retail,Suspension & traction,3,38.35,115.04,Credit card
483,2021-07-12,West,Retail,Breaking system,10,23.2,232,Credit card
484,2021-07-12,Central,Retail,Suspension & traction,3,37.84,113.52,Cash
485,2021-07-12,North,Retail,Frame & body,4,49.13,196.51,Credit card
486,2021-07-12,Central,Wholesale,Miscellaneous,40,26.2,1048,Transfer
487,2021-07-13,North,Retail,Electrical system,5,24.49,122.46,Credit card
488,2021-07-13,Central,Retail,Breaking system,8,24.14,193.16,Credit card
489,2021-07-13,North,Retail,Electrical system,6,20.9,125.43,Credit card
490,2021-07-13,North,Retail,Frame & body,2,45.27,90.54,Credit card
491,2021-07-13,Central,Retail,Electrical system,1,23.25,23.25,Credit card
492,2021-07-13,Central,Retail,Miscellaneous,10,27.85,278.5,Credit card
493,2021-07-13,West,Wholesale,Breaking system,4,17.06,68.23,Transfer
494,2021-07-13,Central,Wholesale,Suspension & traction,40,35.06,1402.53,Transfer
495,2021-07-14,Central,Retail,Frame & body,4,36.7,146.79,Credit card
496,2021-07-14,Central,Retail,Breaking system,7,12.08,84.6,Credit card
497,2021-07-14,North,Retail,Suspension & traction,4,30.38,121.5,Credit card
498,2021-07-14,West,Wholesale,Breaking system,8,23.83,190.64,Transfer
499,2021-07-14,North,Retail,Electrical system,1,29.47,29.47,Cash
500,2021-07-14,Central,Wholesale,Miscellaneous,8,15.81,126.49,Transfer
501,2021-07-14,Central,Retail,Frame & body,6,35.62,213.69,Credit card
502,2021-07-14,Central,Retail,Breaking system,5,13.26,66.3,Credit card
503,2021-07-15,West,Wholesale,Miscellaneous,8,29.9,239.16,Transfer
504,2021-07-15,North,Retail,Frame & body,3,40.78,122.32,Credit card
505,2021-07-15,Central,Wholesale,Frame & body,28,43.35,1213.71,Transfer
506,2021-07-15,Central,Wholesale,Miscellaneous,40,17.94,717.73,Transfer
507,2021-07-15,North,Retail,Suspension & traction,8,41.59,332.75,Credit card
508,2021-07-15,Central,Retail,Electrical system,4,29.29,117.16,Credit card
509,2021-07-15,West,Retail,Engine,2,59.72,119.44,Credit card
510,2021-07-15,North,Retail,Electrical system,1,31.88,31.88,Credit card
511,2021-07-16,West,Retail,Electrical system,8,22.27,178.19,Credit card
512,2021-07-16,West,Wholesale,Breaking system,12,21.75,260.96,Transfer
513,2021-07-16,West,Retail,Suspension & traction,1,41.47,41.47,Credit card
514,2021-07-16,Central,Retail,Miscellaneous,9,26.23,236.1,Credit card
515,2021-07-16,West,Retail,Electrical system,10,22.13,221.33,Credit card
516,2021-07-16,North,Retail,Miscellaneous,3,24.52,73.55,Credit card
517,2021-07-16,Central,Wholesale,Breaking system,40,24.88,995.33,Transfer
518,2021-07-16,North,Retail,Suspension & traction,8,36.66,293.28,Credit card
519,2021-07-16,Central,Retail,Suspension & traction,9,39.71,357.38,Credit card
520,2021-07-16,North,Retail,Breaking system,3,16.99,50.97,Credit card
521,2021-07-16,North,Retail,Breaking system,3,17.03,51.1,Credit card
522,2021-07-16,Central,Wholesale,Frame & body,4,48.05,192.21,Transfer
523,2021-07-16,Central,Retail,Engine,6,59.6,357.59,Credit card
524,2021-07-16,Central,Wholesale,Electrical system,28,29.48,825.53,Transfer
525,2021-07-16,Central,Retail,Breaking system,7,20.47,143.31,Credit card
526,2021-07-16,West,Wholesale,Electrical system,16,28.09,449.47,Transfer
527,2021-07-16,Central,Retail,Suspension & traction,5,27.96,139.81,Credit card
528,2021-07-16,West,Retail,Frame & body,3,37.46,112.37,Credit card
529,2021-07-16,North,Retail,Electrical system,6,19.21,115.26,Credit card
530,2021-07-17,North,Retail,Miscellaneous,7,17.47,122.29,Credit card
531,2021-07-17,Central,Retail,Suspension & traction,5,27.01,135.04,Credit card
532,2021-07-17,Central,Retail,Breaking system,4,18.36,73.45,Credit card
533,2021-07-17,Central,Retail,Frame & body,10,41.98,419.85,Credit card
534,2021-07-17,Central,Retail,Breaking system,1,23.56,23.56,Credit card
535,2021-07-17,West,Retail,Breaking system,7,24.63,172.42,Credit card
536,2021-07-17,Central,Retail,Breaking system,9,14.42,129.76,Credit card
537,2021-07-17,West,Retail,Electrical system,6,24.62,147.71,Cash
538,2021-07-18,West,Wholesale,Miscellaneous,20,25.23,504.63,Transfer
539,2021-07-18,North,Retail,Suspension & traction,8,39.8,318.39,Credit card
540,2021-07-18,North,Retail,Breaking system,3,15.9,47.69,Credit card
541,2021-07-18,North,Retail,Electrical system,5,22.43,112.13,Credit card
542,2021-07-18,Central,Retail,Suspension & traction,5,26.97,134.84,Credit card
543,2021-07-18,North,Retail,Frame & body,9,49.68,447.14,Credit card
544,2021-07-18,North,Wholesale,Breaking system,32,21.83,698.45,Transfer
545,2021-07-18,North,Retail,Electrical system,3,32.02,96.04,Credit card
546,2021-07-18,Central,Retail,Electrical system,6,31.24,187.45,Credit card
547,2021-07-18,West,Retail,Frame & body,7,44.66,312.65,Cash
548,2021-07-18,Central,Retail,Frame & body,9,41.11,369.99,Credit card
549,2021-07-18,Central,Retail,Electrical system,8,22.62,180.99,Credit card
550,2021-07-18,North,Retail,Breaking system,3,13.82,41.45,Cash
551,2021-07-19,West,Retail,Breaking system,3,23.37,70.11,Cash
552,2021-07-19,North,Wholesale,Suspension & traction,24,30.74,737.68,Transfer
553,2021-07-19,North,Wholesale,Breaking system,28,23.06,645.59,Transfer
554,2021-07-19,Central,Retail,Electrical system,2,19.13,38.25,Credit card
555,2021-07-19,North,Wholesale,Electrical system,4,27.08,108.32,Transfer
556,2021-07-19,Central,Wholesale,Electrical system,4,26.82,107.3,Transfer
557,2021-07-19,Central,Wholesale,Electrical system,16,24.01,384.19,Transfer
558,2021-07-20,North,Retail,Breaking system,2,24.75,49.49,Credit card
559,2021-07-20,North,Wholesale,Miscellaneous,36,29.78,1071.96,Transfer
560,2021-07-20,Central,Retail,Frame & body,7,44.01,308.09,Credit card
561,2021-07-20,Central,Retail,Suspension & traction,8,36.98,295.85,Cash
562,2021-07-20,Central,Retail,Suspension & traction,9,37.94,341.44,Credit card
563,2021-07-20,Central,Retail,Breaking system,4,15.21,60.83,Credit card
564,2021-07-20,North,Wholesale,Electrical system,36,28.26,1017.48,Transfer
565,2021-07-20,West,Retail,Engine,8,53.63,429.07,Credit card
566,2021-07-20,North,Retail,Engine,5,58.46,292.33,Credit card
567,2021-07-21,Central,Retail,Engine,5,61.11,305.57,Credit card
568,2021-07-21,Central,Retail,Miscellaneous,4,23.38,93.53,Cash
569,2021-07-21,West,Wholesale,Suspension & traction,4,39.38,157.51,Transfer
570,2021-07-21,North,Retail,Miscellaneous,5,28.72,143.58,Credit card
571,2021-07-21,North,Retail,Suspension & traction,2,31.28,62.56,Credit card
572,2021-07-21,Central,Wholesale,Frame & body,40,38.66,1546.6,Transfer
573,2021-07-21,Central,Retail,Miscellaneous,3,22.96,68.87,Credit card
574,2021-07-21,North,Retail,Engine,10,55.39,553.87,Credit card
575,2021-07-21,Central,Retail,Miscellaneous,10,19.98,199.83,Credit card
576,2021-07-21,Central,Wholesale,Breaking system,12,17.47,209.68,Transfer
577,2021-07-22,West,Retail,Breaking system,1,10.42,10.42,Credit card
578,2021-07-22,West,Retail,Engine,5,63.94,319.72,Credit card
579,2021-07-22,West,Retail,Frame & body,2,49.8,99.6,Credit card
580,2021-07-22,Central,Retail,Breaking system,4,20.64,82.55,Credit card
581,2021-07-22,North,Retail,Electrical system,3,32.44,97.32,Credit card
582,2021-07-22,Central,Retail,Engine,3,56.65,169.96,Credit card
583,2021-07-23,West,Retail,Frame & body,7,49.25,344.74,Credit card
584,2021-07-23,Central,Retail,Breaking system,5,14.96,74.79,Credit card
585,2021-07-23,Central,Retail,Suspension & traction,3,36.49,109.48,Credit card
586,2021-07-23,Central,Retail,Breaking system,9,17.39,156.46,Credit card
587,2021-07-23,Central,Retail,Breaking system,1,16.24,16.24,Cash
588,2021-07-23,North,Retail,Suspension & traction,10,27.9,279.03,Credit card
589,2021-07-23,Central,Retail,Miscellaneous,1,18.4,18.4,Credit card
590,2021-07-23,Central,Retail,Breaking system,10,11.25,112.48,Credit card
591,2021-07-23,North,Retail,Suspension & traction,1,35.97,35.97,Credit card
592,2021-07-23,North,Wholesale,Frame & body,40,37.42,1496.6,Transfer
593,2021-07-23,Central,Wholesale,Suspension & traction,8,27.12,216.97,Transfer
594,2021-07-24,Central,Retail,Electrical system,8,19.16,153.28,Credit card
595,2021-07-24,West,Retail,Miscellaneous,4,26.73,106.91,Cash
596,2021-07-24,Central,Retail,Electrical system,4,19.66,78.65,Credit card
597,2021-07-24,West,Retail,Miscellaneous,1,19.32,19.32,Credit card
598,2021-07-24,Central,Retail,Miscellaneous,3,29.8,89.4,Cash
599,2021-07-24,Central,Retail,Electrical system,9,29.26,263.38,Credit card
600,2021-07-24,North,Retail,Miscellaneous,4,25.58,102.31,Credit card
601,2021-07-24,West,Retail,Frame & body,7,43.06,301.46,Credit card
602,2021-07-25,Central,Retail,Frame & body,6,42.99,257.95,Credit card
603,2021-07-25,North,Retail,Suspension & traction,10,31.71,317.1,Credit card
604,2021-07-25,West,Retail,Electrical system,5,18.36,91.8,Cash
605,2021-07-25,Central,Retail,Breaking system,2,22.3,44.59,Credit card
606,2021-07-25,Central,Retail,Electrical system,10,20.79,207.9,Credit card
607,2021-07-25,North,Wholesale,Suspension & traction,8,32.95,263.57,Transfer
608,2021-07-25,Central,Retail,Miscellaneous,8,17.74,141.91,Cash
609,2021-07-25,Central,Retail,Suspension & traction,10,37.26,372.6,Credit card
610,2021-07-25,Central,Retail,Suspension & traction,6,34.29,205.73,Credit card
611,2021-07-26,West,Retail,Electrical system,5,31.01,155.03,Credit card
612,2021-07-26,Central,Retail,Breaking system,5,24.02,120.11,Credit card
613,2021-07-26,North,Retail,Miscellaneous,3,29.93,89.8,Credit card
614,2021-07-26,Central,Retail,Miscellaneous,4,23.81,95.23,Credit card
615,2021-07-26,Central,Retail,Suspension & traction,1,31.62,31.62,Credit card
616,2021-07-26,North,Retail,Electrical system,6,28.14,168.84,Credit card
617,2021-07-26,North,Retail,Frame & body,5,48.57,242.84,Credit card
618,2021-07-26,North,Retail,Frame & body,1,43.95,43.95,Credit card
619,2021-07-26,North,Retail,Breaking system,4,20.51,82.03,Credit card
620,2021-07-26,Central,Retail,Suspension & traction,5,38.67,193.37,Credit card
621,2021-07-26,North,Retail,Electrical system,3,27.53,82.59,Credit card
622,2021-07-26,Central,Retail,Suspension & traction,10,33.8,337.98,Credit card
623,2021-07-26,Central,Retail,Frame & body,1,48.08,48.08,Cash
624,2021-07-26,Central,Wholesale,Engine,32,57.1,1827.04,Transfer
625,2021-07-26,Central,Retail,Miscellaneous,1,21.44,21.44,Cash
626,2021-07-26,Central,Retail,Electrical system,4,27.1,108.38,Credit card
627,2021-07-27,Central,Retail,Frame & body,1,42.41,42.41,Credit card
628,2021-07-27,Central,Retail,Engine,6,66.62,399.71,Credit card
629,2021-07-27,North,Retail,Electrical system,2,24.44,48.87,Cash
630,2021-07-27,Central,Wholesale,Suspension & traction,24,40.12,962.8,Transfer
631,2021-07-27,Central,Retail,Breaking system,2,24.98,49.96,Credit card
632,2021-07-27,West,Retail,Breaking system,9,12.16,109.4,Credit card
633,2021-07-27,North,Retail,Breaking system,1,17.58,17.58,Credit card
634,2021-07-27,Central,Retail,Frame & body,4,49.26,197.03,Credit card
635,2021-07-27,Central,Wholesale,Miscellaneous,24,17.77,426.4,Transfer
636,2021-07-28,Central,Retail,Frame & body,5,44.54,222.72,Credit card
637,2021-07-28,North,Wholesale,Breaking system,8,11.91,95.31,Transfer
638,2021-07-28,Central,Retail,Engine,10,52.25,522.5,Credit card
639,2021-07-28,West,Retail,Suspension & traction,1,41.62,41.62,Credit card
640,2021-07-28,North,Retail,Breaking system,9,21.32,191.9,Credit card
641,2021-07-28,West,Retail,Miscellaneous,8,29.08,232.63,Cash
642,2021-07-28,Central,Retail,Electrical system,6,29.5,176.99,Credit card
643,2021-07-28,Central,Retail,Breaking system,10,11.63,116.28,Credit card
644,2021-07-28,Central,Retail,Breaking system,3,17.07,51.21,Credit card
645,2021-07-28,North,Retail,Miscellaneous,10,25.74,257.4,Credit card
646,2021-07-28,North,Wholesale,Suspension & traction,28,40.43,1132.13,Transfer
647,2021-07-28,Central,Wholesale,Electrical system,36,26.12,940.14,Transfer
648,2021-07-28,North,Retail,Breaking system,10,11.48,114.75,Credit card
649,2021-07-28,West,Retail,Engine,7,64.31,450.18,Credit card
650,2021-07-29,Central,Retail,Breaking system,10,15.18,151.82,Credit card
651,2021-07-29,Central,Retail,Suspension & traction,8,39.33,314.64,Credit card
652,2021-07-29,North,Wholesale,Miscellaneous,24,26.77,642.48,Transfer
653,2021-07-29,North,Retail,Electrical system,3,26,78,Credit card
654,2021-07-29,West,Wholesale,Breaking system,8,23.87,190.93,Transfer
655,2021-07-29,Central,Retail,Electrical system,1,26.72,26.72,Cash
656,2021-07-30,North,Retail,Suspension & traction,2,30.79,61.58,Credit card
657,2021-07-30,Central,Retail,Electrical system,3,19.14,57.41,Credit card
658,2021-07-30,North,Retail,Electrical system,10,24.25,242.47,Credit card
659,2021-07-30,Central,Retail,Electrical system,2,28.25,56.5,Credit card
660,2021-07-30,Central,Retail,Suspension & traction,3,29.58,88.75,Credit card
661,2021-07-30,Central,Wholesale,Breaking system,28,21.88,612.78,Transfer
662,2021-07-30,Central,Retail,Miscellaneous,1,22.29,22.29,Cash
663,2021-07-30,North,Retail,Breaking system,4,12.05,48.21,Credit card
664,2021-07-30,Central,Retail,Breaking system,9,21.42,192.82,Credit card
665,2021-07-30,West,Wholesale,Miscellaneous,16,25.82,413.04,Transfer
666,2021-07-31,Central,Retail,Suspension & traction,5,27.2,136.02,Cash
667,2021-07-31,North,Retail,Frame & body,2,39.91,79.82,Credit card
668,2021-07-31,West,Retail,Frame & body,7,45.66,319.64,Credit card
669,2021-07-31,Central,Retail,Suspension & traction,10,41.23,412.3,Credit card
670,2021-07-31,Central,Wholesale,Suspension & traction,36,29.5,1062,Transfer
671,2021-07-31,West,Retail,Frame & body,2,35.73,71.46,Credit card
672,2021-07-31,Central,Retail,Suspension & traction,9,39.73,357.58,Credit card
673,2021-07-31,Central,Retail,Engine,3,62.23,186.7,Credit card
674,2021-07-31,Central,Retail,Frame & body,10,42.42,424.25,Cash
675,2021-07-31,North,Retail,Miscellaneous,4,24.42,97.68,Credit card
676,2021-07-31,Central,Retail,Frame & body,2,37.55,75.1,Credit card
677,2021-07-31,Central,Retail,Suspension & traction,9,41.62,374.6,Credit card
678,2021-07-31,Central,Retail,Suspension & traction,2,31.38,62.76,Credit card
679,2021-07-31,North,Wholesale,Frame & body,12,48.1,577.26,Transfer
680,2021-07-31,West,Retail,Breaking system,3,12.84,38.51,Credit card
681,2021-07-31,Central,Wholesale,Electrical system,12,21.04,252.52,Transfer
682,2021-07-31,Central,Wholesale,Breaking system,20,23.75,474.97,Transfer
683,2021-07-31,Central,Retail,Electrical system,7,30.93,216.53,Credit card
684,2021-08-01,West,Wholesale,Electrical system,32,21.7,694.4,Transfer
685,2021-08-01,West,Retail,Electrical system,5,25.32,126.6,Credit card
686,2021-08-01,North,Retail,Electrical system,7,21.49,150.44,Credit card
687,2021-08-01,North,Retail,Breaking system,1,16.07,16.07,Credit card
688,2021-08-01,West,Retail,Suspension & traction,8,28.48,227.8,Credit card
689,2021-08-01,Central,Wholesale,Electrical system,40,30.33,1213.13,Transfer
690,2021-08-01,North,Retail,Engine,1,54.17,54.17,Credit card
691,2021-08-01,Central,Retail,Suspension & traction,8,30.02,240.16,Cash
692,2021-08-01,Central,Wholesale,Breaking system,40,20.51,820.33,Transfer
693,2021-08-01,West,Retail,Suspension & traction,8,32.34,258.68,Cash
694,2021-08-01,North,Retail,Suspension & traction,7,32.72,229.05,Credit card
695,2021-08-01,Central,Retail,Suspension & traction,8,40.75,325.99,Credit card
696,2021-08-01,North,Retail,Breaking system,8,12.03,96.23,Credit card
697,2021-08-01,West,Retail,Electrical system,6,24.42,146.53,Cash
698,2021-08-02,North,Retail,Suspension & traction,9,30.55,274.95,Cash
699,2021-08-02,Central,Retail,Miscellaneous,8,29.78,238.27,Credit card
700,2021-08-02,North,Retail,Miscellaneous,4,25.78,103.11,Credit card
701,2021-08-02,North,Wholesale,Breaking system,36,16.49,593.76,Transfer
702,2021-08-02,North,Retail,Engine,3,61.45,184.36,Credit card
703,2021-08-02,North,Retail,Frame & body,7,35.39,247.73,Credit card
704,2021-08-02,Central,Retail,Suspension & traction,9,28.21,253.86,Credit card
705,2021-08-02,North,Wholesale,Engine,40,58.1,2324.2,Transfer
706,2021-08-02,North,Retail,Electrical system,5,19.1,95.52,Credit card
707,2021-08-02,North,Retail,Suspension & traction,4,34.42,137.69,Credit card
708,2021-08-02,North,Wholesale,Electrical system,24,33.3,799.32,Transfer
709,2021-08-02,Central,Retail,Suspension & traction,1,30.04,30.04,Credit card
710,2021-08-03,Central,Wholesale,Miscellaneous,40,26.38,1055.4,Transfer
711,2021-08-03,North,Retail,Suspension & traction,3,38.05,114.16,Cash
712,2021-08-03,Central,Retail,Electrical system,8,20.89,167.09,Credit card
713,2021-08-03,West,Wholesale,Suspension & traction,40,27.02,1080.8,Transfer
714,2021-08-03,Central,Retail,Suspension & traction,8,40.91,327.28,Credit card
715,2021-08-03,Central,Wholesale,Miscellaneous,12,21.42,257.04,Transfer
716,2021-08-03,West,Retail,Frame & body,7,47.18,330.24,Credit card
717,2021-08-03,Central,Wholesale,Miscellaneous,12,16.35,196.16,Transfer
718,2021-08-03,Central,Retail,Breaking system,5,15.7,78.52,Credit card
719,2021-08-03,Central,Wholesale,Engine,28,59.33,1661.19,Transfer
720,2021-08-03,North,Retail,Breaking system,2,21.98,43.97,Credit card
721,2021-08-03,Central,Retail,Breaking system,5,11.99,59.95,Credit card
722,2021-08-03,Central,Retail,Electrical system,3,31.33,93.99,Credit card
723,2021-08-03,Central,Retail,Suspension & traction,6,38.78,232.7,Credit card
724,2021-08-03,Central,Wholesale,Engine,28,60.88,1704.78,Transfer
725,2021-08-03,Central,Retail,Frame & body,10,44.96,449.57,Credit card
726,2021-08-03,Central,Wholesale,Electrical system,24,23.51,564.24,Transfer
727,2021-08-04,Central,Retail,Frame & body,5,44.57,222.86,Credit card
728,2021-08-04,Central,Retail,Miscellaneous,7,23.68,165.76,Credit card
729,2021-08-04,Central,Retail,Suspension & traction,5,29.73,148.65,Credit card
730,2021-08-04,Central,Wholesale,Frame & body,36,39.55,1423.92,Transfer
731,2021-08-04,Central,Wholesale,Breaking system,8,16.65,133.23,Transfer
732,2021-08-04,North,Wholesale,Electrical system,36,20.25,729,Transfer
733,2021-08-04,West,Retail,Suspension & traction,1,31.17,31.17,Credit card
734,2021-08-04,North,Retail,Frame & body,6,48.69,292.13,Credit card
735,2021-08-04,Central,Retail,Suspension & traction,8,36.98,295.81,Credit card
736,2021-08-04,North,Wholesale,Frame & body,40,35.97,1438.73,Transfer
737,2021-08-04,North,Retail,Electrical system,1,29.96,29.96,Cash
738,2021-08-05,North,Wholesale,Suspension & traction,16,29.72,475.49,Transfer
739,2021-08-05,Central,Retail,Suspension & traction,2,27.69,55.39,Cash
740,2021-08-05,Central,Retail,Suspension & traction,4,39.01,156.05,Credit card
741,2021-08-05,Central,Retail,Suspension & traction,5,33.38,166.9,Credit card
742,2021-08-05,Central,Retail,Suspension & traction,6,28.7,172.21,Credit card
743,2021-08-05,Central,Retail,Breaking system,2,24.97,49.93,Credit card
744,2021-08-05,North,Retail,Electrical system,9,19.26,173.32,Credit card
745,2021-08-05,North,Retail,Suspension & traction,1,41.32,41.32,Credit card
